userName,content,score,at,appVersion,content_clean
Rama Nevta Hendra,"HP saya iqoo neo 10 chipset snapdragon 8s gen 4. masa iya HP panas dikit map di gamenya langsung redup, terus cerah lagi, terus redup lagi. sudah beberapa kali lapor tetapi tidak ada solusi",1,2025-10-07 21:13:54,2.1.18.11201,"hp saya iqoo neo 10 chipset snapdragon 8s gen 4. masa iya hp panas dikit map di gamenya langsung redup, terus cerah lagi, terus redup lagi. sudah beberapa kali lapor tetapi tidak ada solusi"
Dewi Sukenti,gimnya seru,5,2025-10-07 21:13:31,2.1.18.11201,gimnya seru
Uway Fadhillah,game apa si ini padahal jaringan bagus tapi malah patah gk jelas,1,2025-10-07 21:13:21,2.1.18.11201,game apa si ini padahal jaringan bagus tapi malah patah gk jelas
Arjun PERTALITE,"ngasi musuh gak pandang rank capek jir push cuman naik turun naik turun kapan imonya kalo gini, udah team gak kompak musuh turunan imo semua epik gak kelar kelar capek jirr",1,2025-10-07 21:12:36,,"ngasi musuh gak pandang rank capek jir push cuman naik turun naik turun kapan imonya kalo gini, udah team gak kompak musuh turunan imo semua epik gak kelar kelar capek jirr"
Xena d Kaz,bug mu benerin jing,1,2025-10-07 21:12:33,2.1.18.11201,bug mu benerin jing
ronaldis nababan,game terburuk di dunia,1,2025-10-07 21:12:30,1.9.99.10932,game terburuk di dunia
Krisna Farendra,"game apaan ini jaringan nya selalu buruk padahal hijau tapi di game nya buruk,",1,2025-10-07 21:12:12,,"game apaan ini jaringan nya selalu buruk padahal hijau tapi di game nya buruk,"
Ronney Mahesa,sumpah tambah lama tambah gk bener kasi teman main yg seimbang jangan berat sebelah,5,2025-10-07 21:11:35,2.1.18.11201,sumpah tambah lama tambah gk bener kasi teman main yg seimbang jangan berat sebelah
Yt XD,"game tolol matchmaking gak adil, game kikir, game ampas, semoga di hapus dari PlayStore",1,2025-10-07 21:11:01,2.1.18.11201,"game tolol matchmaking gak adil, game kikir, game ampas, semoga di hapus dari playstore"
Agus Afandi,game tolol banyak draksistem.,1,2025-10-07 21:10:48,1.9.93.10904,game tolol banyak draksistem.
Ryan Alvaro,walaupun geme ini bikin saya kesal tapi geme ini geme favorit saya,5,2025-10-07 21:10:47,2.1.18.11201,walaupun geme ini bikin saya kesal tapi geme ini geme favorit saya
Bunyi Telolet,games nya skrng bantak bocil,1,2025-10-07 21:10:30,,games nya skrng bantak bocil
Mas Bendol,min ini starlight member ku kok bug ngestak di LV 27 ya dri 5 hari yg lalu? tolong benerin min itu gaji pas'anku seminggu,4,2025-10-07 21:10:09,2.1.18.11201,min ini starlight member ku kok bug ngestak di lv 27 ya dri 5 hari yg lalu? tolong benerin min itu gaji pas'anku seminggu
Mahera Kamila,musuhnya tidak seimbang,2,2025-10-07 21:09:58,,musuhnya tidak seimbang
Riffat Jtimur,"jaringan ngelag,suka maju maju sendiri, game sangat tidak enk",1,2025-10-07 21:09:24,2.1.18.11201,"jaringan ngelag,suka maju maju sendiri, game sangat tidak enk"
Reza SR,cocok,4,2025-10-07 21:09:21,1.8.93.9702,cocok
Zul Fikri,"Baru Kali ini saya menulis ulasan game, selama main game udah tahunan, berapa kali juga report di after match, kirain gua sendiri yang rasain matchmaking yg inbalance ternyata banyak kasus yang sama system matchmaking ini yang akan buat game anda akan ditinggalkan pemain setia",1,2025-10-07 21:09:07,2.1.18.11201,"baru kali ini saya menulis ulasan game, selama main game udah tahunan, berapa kali juga report di after match, kirain gua sendiri yang rasain matchmaking yg inbalance ternyata banyak kasus yang sama system matchmaking ini yang akan buat game anda akan ditinggalkan pemain setia"
Putra Rifat,jaringan buruk padahal aslinya bagus,1,2025-10-07 21:08:27,2.1.18.11201,jaringan buruk padahal aslinya bagus
Azfar Achi,MOHON DI ATASI TENTANG KESEIMBANGAN DRAFT PICK DAN PEMILIHAN ROLE,3,2025-10-07 21:07:38,2.1.18.11201,mohon di atasi tentang keseimbangan draft pick dan pemilihan role
Bcah Waras,"knapa pas maen sering bngt lag sendiri, dan bukan cuma sya aja yg kena tapi 1 tim kena, pdahal sinyal lancar, maen hok, pubg GK pernah Kya gini",1,2025-10-07 21:07:22,2.1.18.11201,"knapa pas maen sering bngt lag sendiri, dan bukan cuma sya aja yg kena tapi 1 tim kena, pdahal sinyal lancar, maen hok, pubg gk pernah kya gini"
Hotlan gultom,bisa bikin senang atau stres jadi lumayan lah kecuali tim dark sistem,3,2025-10-07 21:07:02,2.1.18.11201,bisa bikin senang atau stres jadi lumayan lah kecuali tim dark sistem
ayuchan ayuchan,bosen main cuman buat kalah mending belajar,1,2025-10-07 21:06:55,,bosen main cuman buat kalah mending belajar
Atsa Rayhan,"kont0l , game @su isinya dark sistem jan donlod ges bikin g1l@",1,2025-10-07 21:06:52,2.1.18.11201,"kont0l , game @su isinya dark sistem jan donlod ges bikin g1l@"
MIFTAKHURRAHMAN,"SINYAL SERING HILANG,HABIS TU DIDRAF PICK NGELAG BANGET MENDING FIX INI DULU DEH DARIPADA NGURUSIN UPDATE. GAME RUSAK",1,2025-10-07 21:06:52,2.1.18.11201,"sinyal sering hilang,habis tu didraf pick ngelag banget mending fix ini dulu deh daripada ngurusin update. game rusak"
Putri Hellend,"perbaiki bug lah bukan skin terus yang di keluarkan,wifi di rumah ok tapi pas in game malah bug,bikin bosen mainnya jika bug terus",1,2025-10-07 21:06:43,2.1.18.11201,"perbaiki bug lah bukan skin terus yang di keluarkan,wifi di rumah ok tapi pas in game malah bug,bikin bosen mainnya jika bug terus"
Muhammad Zidan,moonton ini kenapa jaringan padahal baik kok ngelag banget mainnya tolong benerin dong susah jadi mainnya jadi ga mood buat main,5,2025-10-07 21:06:06,2.1.18.11201,moonton ini kenapa jaringan padahal baik kok ngelag banget mainnya tolong benerin dong susah jadi mainnya jadi ga mood buat main
levi ackerman,"lag parah jaringan bagus padahal,moonton GK becus kalo GK cepet dibenerin gw pindah hok rasain lu",1,2025-10-07 21:05:20,2.1.18.11201,"lag parah jaringan bagus padahal,moonton gk becus kalo gk cepet dibenerin gw pindah hok rasain lu"
Bagus Pedrat,matchmaking nya benerin,1,2025-10-07 21:05:07,2.1.18.11201,matchmaking nya benerin
Rifq Aru,"Tolong ubah matchmaking player solo agar selalu dipertemukan dengan player solo lainnya, dari pengalamanku format 1+1+1+2,1+1+3, apalagi 1+2+2 biasanya kedua tim sangat tidak seimbang karena beberapa orang yang bermain duo atau trio berbeda beda ada yang saling mengenal baru mengenal bahkan tidak mengenal satu sama lain.biasanya duo/trio di suatu tim sangat mendominasi tetapi duo/trio di tim satunya lagi tidak kompak, mengakibatkan ketidakseimbangan yang merusak pengalaman bermain",3,2025-10-07 21:05:02,1.9.99.10932,"tolong ubah matchmaking player solo agar selalu dipertemukan dengan player solo lainnya, dari pengalamanku format 1+1+1+2,1+1+3, apalagi 1+2+2 biasanya kedua tim sangat tidak seimbang karena beberapa orang yang bermain duo atau trio berbeda beda ada yang saling mengenal baru mengenal bahkan tidak mengenal satu sama lain.biasanya duo/trio di suatu tim sangat mendominasi tetapi duo/trio di tim satunya lagi tidak kompak, mengakibatkan ketidakseimbangan yang merusak pengalaman bermain"
Akmar Prayogi,"ketemu dark sistem padahal udh gendong, capek setiap kali main udah berjuang tapi timnya malah gabisa main bahkan tim musuh jago banget. mohon di perbaiki matchmaking nya moonton.",1,2025-10-07 21:04:32,2.1.18.11201,"ketemu dark sistem padahal udh gendong, capek setiap kali main udah berjuang tapi timnya malah gabisa main bahkan tim musuh jago banget. mohon di perbaiki matchmaking nya moonton."
DanH4 Setiawan akbar,"woy monton server lu klo lagi ada masalah benerin lah, masa sinyal 4G full di gw tiba tiba langsung ping down, aneh banget ni lama lama 😡",1,2025-10-07 21:04:30,2.1.18.11201,"woy monton server lu klo lagi ada masalah benerin lah, masa sinyal 4g full di gw tiba tiba langsung ping down, aneh banget ni lama lama 😡"
Alfi Alfi,los gua lu nya hapus aja,1,2025-10-07 21:04:27,1.9.8.9833,los gua lu nya hapus aja
kadek,Dari emang game ampas,1,2025-10-07 21:04:25,2.1.18.11201,dari emang game ampas
M AZZAM,gem yg kaya kntl,5,2025-10-07 21:04:20,,gem yg kaya kntl
Tasim Marunda4,mlbb ml lu udah rusak gw maen kg tenang leg banget jaringan lancar tapi pas main game ml leg parah gimana ini Monton,2,2025-10-07 21:03:46,2.1.18.11201,mlbb ml lu udah rusak gw maen kg tenang leg banget jaringan lancar tapi pas main game ml leg parah gimana ini monton
Desi Trds,"apa ini ganguan gini maet"" engga jelas",4,2025-10-07 21:03:44,2.1.18.11201,"apa ini ganguan gini maet"" engga jelas"
Feny Ati,Saya sangat suka bermain mobile legends tapi TOLONG LAH MOOTON KURANGI DRAK SISTEM SAMA PLAYER JAGO TIAP HARI TIM TROLL MUSUH JAGO SEMUA HADEH!,4,2025-10-07 21:03:20,2.1.18.11201,saya sangat suka bermain mobile legends tapi tolong lah mooton kurangi drak sistem sama player jago tiap hari tim troll musuh jago semua hadeh!
Frans Diski (Kiki),game ampas banyak bug+kebanyakan draksistem,1,2025-10-07 21:03:08,2.1.18.11201,game ampas banyak bug+kebanyakan draksistem
Ajijiung 2112,game yang logikanya rendah,1,2025-10-07 21:02:53,,game yang logikanya rendah
RAMA AKMIL,perbaiki dulu moonton kadang jaringan di gemplay ngeleg padahal jaringanya baguss loh aduh rugi nih kalo ginj,1,2025-10-07 21:02:53,1.9.99.10932,perbaiki dulu moonton kadang jaringan di gemplay ngeleg padahal jaringanya baguss loh aduh rugi nih kalo ginj
Mohammad wildan danawan Wildan,he monnton kasihh tim yang bener ngapa dari tadi di kasih tim yang gak bener maen udah serius tapi tim ngetroll gimana nyusahin gwe lagi kasih tim yang seimbang laahh udhh susah susah maen mlh kena trol publik udah hp kentang dan kapan ada ml lite hp gwe udh gak kuat nihh,2,2025-10-07 21:01:56,2.1.18.11201,he monnton kasihh tim yang bener ngapa dari tadi di kasih tim yang gak bener maen udah serius tapi tim ngetroll gimana nyusahin gwe lagi kasih tim yang seimbang laahh udhh susah susah maen mlh kena trol publik udah hp kentang dan kapan ada ml lite hp gwe udh gak kuat nihh
miftah pratama,musuhnya susah banget,5,2025-10-07 21:01:53,2.1.18.11201,musuhnya susah banget
Rifki Firmansyah,"makin sinii makin ga jelas, jaringan ijoo tapi nglag mulu taii",1,2025-10-07 21:01:42,,"makin sinii makin ga jelas, jaringan ijoo tapi nglag mulu taii"
Zein Tech,"makin lama makin cacat servernya masa kecepetan wifi 100mbs masih aja ngelag sampe 300, game Laen lancar lancar ajaa, kebanyakan makan skin dan fitur ga guna",1,2025-10-07 21:01:35,2.1.18.11201,"makin lama makin cacat servernya masa kecepetan wifi 100mbs masih aja ngelag sampe 300, game laen lancar lancar ajaa, kebanyakan makan skin dan fitur ga guna"
Aayubi Ae,gem apalah pembuat setres banyak drak sistem,1,2025-10-07 21:01:22,2.1.18.11201,gem apalah pembuat setres banyak drak sistem
M rezky Pratama,game tolol anj,1,2025-10-07 21:01:18,,game tolol anj
Riko Bagus,Sinyal ijo tapi dipencet merah.apaan dah ping bagus padahal,1,2025-10-07 21:00:35,,sinyal ijo tapi dipencet merah.apaan dah ping bagus padahal
Gibran,nambah stres main ini game dapat tim nggak jelas semua dikit dikit menang dikit dikit kalah gitu aja terus sampai semua pemain pindah ke Roblox,1,2025-10-07 21:00:15,1.9.99.10932,nambah stres main ini game dapat tim nggak jelas semua dikit dikit menang dikit dikit kalah gitu aja terus sampai semua pemain pindah ke roblox
imam santoso,lain kali klo gw lagi winstreak gausah lu kasih tim busuk terus tim musuh jago napa sih minimal setara gitu napa gw udah lose streak 7 × jing gw udh capek nge hadepin matchmaking yg ga setara tel,1,2025-10-07 20:59:50,2.1.18.11201,lain kali klo gw lagi winstreak gausah lu kasih tim busuk terus tim musuh jago napa sih minimal setara gitu napa gw udah lose streak 7 × jing gw udh capek nge hadepin matchmaking yg ga setara tel
Hafiz Akbar,Don't download this game because it's not good for your health.,1,2025-10-07 20:59:44,2.1.18.11201,don't download this game because it's not good for your health.
Imam Saputra,"PERBAIKI BUG JARINGAN KOCAK, ANEH BGT SOSMED YT SEMUANYA LANCAR, PAS MAIN JARNGAN NYA NAIK TURUN ANEH BGT KOCAK MONTON",5,2025-10-07 20:59:16,2.1.18.11201,"perbaiki bug jaringan kocak, aneh bgt sosmed yt semuanya lancar, pas main jarngan nya naik turun aneh bgt kocak monton"
Nazril Ilham,seru tambah mengenang kan saya,5,2025-10-07 20:59:10,,seru tambah mengenang kan saya
Rafa Ahmad,tolong hapus bag yang masih ada kok saya main tiba tiba gelek padahal sinyal lancar buat aplikasi lain lancar tapi buwat ml kok ngelek main brawel gak ngelek tapi main reng ngelek banget,4,2025-10-07 20:57:58,2.1.18.11201,tolong hapus bag yang masih ada kok saya main tiba tiba gelek padahal sinyal lancar buat aplikasi lain lancar tapi buwat ml kok ngelek main brawel gak ngelek tapi main reng ngelek banget
awaa,"ngelag bangett kl di in game, tim bapuk",2,2025-10-07 20:57:16,1.9.99.10932,"ngelag bangett kl di in game, tim bapuk"
Ahmad Bilal alfarisi,"game nya bagus tapi tolong kalo lu nih pembuat game nya, lu kalo dah ngasih musuh susah dan tim sampah ya jangan di bikin lag lah, jaringan gw bagus ijo paket masih banyak tapi di kasih lag, jln di tempat, jadi tolong lah di baca keluhan ku ini. Tolong banget gak usah pake lag lag kan segala, kalau udh ngasih Mach yang susah yaudah jangan ditambah lag lagi nambah cape, harus lawan musuh, gendong tim, ini lagi jaringan di kasih lag apa coba jadi tolong ya di perbaiki 🙏🙏",1,2025-10-07 20:56:48,2.1.18.11201,"game nya bagus tapi tolong kalo lu nih pembuat game nya, lu kalo dah ngasih musuh susah dan tim sampah ya jangan di bikin lag lah, jaringan gw bagus ijo paket masih banyak tapi di kasih lag, jln di tempat, jadi tolong lah di baca keluhan ku ini. tolong banget gak usah pake lag lag kan segala, kalau udh ngasih mach yang susah yaudah jangan ditambah lag lagi nambah cape, harus lawan musuh, gendong tim, ini lagi jaringan di kasih lag apa coba jadi tolong ya di perbaiki 🙏🙏"
Waprea 2000,menurutku ni game mungkin iri sama pemain nya karena baru win 1-3 kali udah di kasih musuh jago+teman bego dan di ulangin sampai bintang habis game apa kaya gini smph,1,2025-10-07 20:56:40,,menurutku ni game mungkin iri sama pemain nya karena baru win 1-3 kali udah di kasih musuh jago+teman bego dan di ulangin sampai bintang habis game apa kaya gini smph
Dikiahmad Fauzi,MONTOON MONYET,5,2025-10-07 20:56:37,1.9.99.10932,montoon monyet
Batik Madrim,sudah susah susah dapat kode redem malah gak bisa dapat emot padahal sudah lihat dan kena tapi gak diizini sama monton plis monton aku sudah capet 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1,2025-10-07 20:56:33,2.1.18.11201,sudah susah susah dapat kode redem malah gak bisa dapat emot padahal sudah lihat dan kena tapi gak diizini sama monton plis monton aku sudah capet 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
Timi Time,lawak montoon sekarang gak becus dalam tangani akun ml yg di pakai komputer apa ini yg di namakan game,1,2025-10-07 20:56:18,2.1.18.11201,lawak montoon sekarang gak becus dalam tangani akun ml yg di pakai komputer apa ini yg di namakan game
Raffi Idriz,banyak drak sistem komtol,1,2025-10-07 20:56:12,2.1.18.11201,banyak drak sistem komtol
Manggis Harapan,"hallo tim support. saya ada sedikit keluhan, habis update patch terbaru ini untuk device redmi note 8 pro lag parah ketika last pick hero (ketika semua sudah pick hero/menyiapkan pertandingan), sangking lag parah kami tidak bisa costum emblem, sebelumnya sebelum update peta atau patch terbaru aman2 saja. dan ini sangat merugikan player dalam pertempuran terkadang 30 detik sudah jalan baru masuk ke pertandingan. ini sudah saya coba juga di device yang sama. ternyata sama juga. terimakasih",4,2025-10-07 20:56:05,,"hallo tim support. saya ada sedikit keluhan, habis update patch terbaru ini untuk device redmi note 8 pro lag parah ketika last pick hero (ketika semua sudah pick hero/menyiapkan pertandingan), sangking lag parah kami tidak bisa costum emblem, sebelumnya sebelum update peta atau patch terbaru aman2 saja. dan ini sangat merugikan player dalam pertempuran terkadang 30 detik sudah jalan baru masuk ke pertandingan. ini sudah saya coba juga di device yang sama. ternyata sama juga. terimakasih"
Xiaomi Mazse,"banyak draksistem,mumet das ku",1,2025-10-07 20:56:04,2.1.18.11201,"banyak draksistem,mumet das ku"
Febri Ana,sinyal bagus tapi masih lag,1,2025-10-07 20:56:02,1.9.99.10932,sinyal bagus tapi masih lag
Allihcsanpurnamansa Ihcsan,sangat bagus,5,2025-10-07 20:55:52,2.1.18.11201,sangat bagus
Idris Saldi,moonton parah kalo maen solo di kasi tim nya darksistem trus kalo gini cara nya makin lama makin males maen ML nya,1,2025-10-07 20:55:46,,moonton parah kalo maen solo di kasi tim nya darksistem trus kalo gini cara nya makin lama makin males maen ml nya
Nay_123,"kenapa di season ini makin buruk? jaringan gua udah bagus, buka apk lain pun lancar tapi pas main ni game lag banget, pas gua diem di lobby kadang muter muter, pas draft pick 10 detik terakhir selalu lag, in game juga, ping gua ijo pdhl tapi malah lag bgt, apalagi pas war tbtb ping jdi merah. season² sebelumnya lancar aj, entah ini hp kentang gua yg udh g kuat atau gmn, tapi tolong lah moonton perbaiki sistem lu, jangan dikit dikit yang lu pikirin cuma revamp revamp hero doang",1,2025-10-07 20:54:48,2.1.18.11201,"kenapa di season ini makin buruk? jaringan gua udah bagus, buka apk lain pun lancar tapi pas main ni game lag banget, pas gua diem di lobby kadang muter muter, pas draft pick 10 detik terakhir selalu lag, in game juga, ping gua ijo pdhl tapi malah lag bgt, apalagi pas war tbtb ping jdi merah. season² sebelumnya lancar aj, entah ini hp kentang gua yg udh g kuat atau gmn, tapi tolong lah moonton perbaiki sistem lu, jangan dikit dikit yang lu pikirin cuma revamp revamp hero doang"
Mizumi_starra Mizu,"ga suka di kasih tim yang ga cocok, terus kestabilan wifi dari kemarin jelek Mulu padahal data ga kenapa Napa tapi malah ngelek terus, mls main.",2,2025-10-07 20:54:32,,"ga suka di kasih tim yang ga cocok, terus kestabilan wifi dari kemarin jelek mulu padahal data ga kenapa napa tapi malah ngelek terus, mls main."
