userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label,self_trained_label
levi ackerman,"lag parah jaringan bagus padahal,moonton GK becus kalo GK cepet dibenerin gw pindah hok rasain lu",2.1.18.11201,"lag parah jaringan bagus padahal,moonton gk becus kalo gk cepet dibenerin gw pindah hok rasain lu","['lag', 'parah', 'jaringan', 'bagus', 'padahal', ',', 'moonton', 'gk', 'becus', 'kalo', 'gk', 'cepet', 'dibenerin', 'gw', 'pindah', 'hok', 'rasain', 'lu']","['lag', 'parah', 'jaringan', 'bagus', 'padahal', 'moonton', 'gk', 'becus', 'kalo', 'gk', 'cepet', 'dibenerin', 'gw', 'pindah', 'hok', 'rasain', 'lu']","['lag', 'parah', 'bagus', 'becus', 'cepet', 'rusak', 'pindah', 'rasain']","['lag', 'parah', 'jaring', 'bagus', 'padahal', 'moonton', 'gk', 'becus', 'kalo', 'gk', 'cepet', 'dibenerin', 'gw', 'pindah', 'hok', 'rasain', 'lu']","['lag', 'parah', 'jaring', 'bagus', 'padahal', 'moonton', 'tidak', 'becus', 'kalau', 'tidak', 'cepet', 'rusak', 'aku', 'pindah', 'hok', 'rasain', 'kamu']",,negative
Bagus Pedrat,matchmaking nya benerin,2.1.18.11201,matchmaking nya benerin,"['matchmaking', 'nya', 'benerin']","['matchmaking', 'nya', 'benerin']",['rusak'],"['matchmaking', 'nya', 'benerin']","['matchmaking', 'nya', 'rusak']",,negative
Rifq Aru,"Tolong ubah matchmaking player solo agar selalu dipertemukan dengan player solo lainnya, dari pengalamanku format 1+1+1+2,1+1+3, apalagi 1+2+2 biasanya kedua tim sangat tidak seimbang karena beberapa orang yang bermain duo atau trio berbeda beda ada yang saling mengenal baru mengenal bahkan tidak mengenal satu sama lain.biasanya duo/trio di suatu tim sangat mendominasi tetapi duo/trio di tim satunya lagi tidak kompak, mengakibatkan ketidakseimbangan yang merusak pengalaman bermain",1.9.99.10932,"tolong ubah matchmaking player solo agar selalu dipertemukan dengan player solo lainnya, dari pengalamanku format 1+1+1+2,1+1+3, apalagi 1+2+2 biasanya kedua tim sangat tidak seimbang karena beberapa orang yang bermain duo atau trio berbeda beda ada yang saling mengenal baru mengenal bahkan tidak mengenal satu sama lain.biasanya duo/trio di suatu tim sangat mendominasi tetapi duo/trio di tim satunya lagi tidak kompak, mengakibatkan ketidakseimbangan yang merusak pengalaman bermain","['tolong', 'ubah', 'matchmaking', 'player', 'solo', 'agar', 'selalu', 'dipertemukan', 'dengan', 'player', 'solo', 'lainnya', ',', 'dari', 'pengalamanku', 'format', '1+1+1+2,1+1+3', ',', 'apalagi', '1+2+2', 'biasanya', 'kedua', 'tim', 'sangat', 'tidak', 'seimbang', 'karena', 'beberapa', 'orang', 'yang', 'bermain', 'duo', 'atau', 'trio', 'berbeda', 'beda', 'ada', 'yang', 'saling', 'mengenal', 'baru', 'mengenal', 'bahkan', 'tidak', 'mengenal', 'satu', 'sama', 'lain.biasanya', 'duo/trio', 'di', 'suatu', 'tim', 'sangat', 'mendominasi', 'tetapi', 'duo/trio', 'di', 'tim', 'satunya', 'lagi', 'tidak', 'kompak', ',', 'mengakibatkan', 'ketidakseimbangan', 'yang', 'merusak', 'pengalaman', 'bermain']","['tolong', 'ubah', 'matchmaking', 'player', 'solo', 'agar', 'selalu', 'dipertemukan', 'dengan', 'player', 'solo', 'lainnya', 'dari', 'pengalamanku', 'format', 'apalagi', 'biasanya', 'kedua', 'tim', 'sangat', 'tidak', 'seimbang', 'karena', 'beberapa', 'orang', 'yang', 'bermain', 'duo', 'atau', 'trio', 'berbeda', 'beda', 'ada', 'yang', 'saling', 'mengenal', 'baru', 'mengenal', 'bahkan', 'tidak', 'mengenal', 'satu', 'sama', 'lainbiasanya', 'duotrio', 'di', 'suatu', 'tim', 'sangat', 'mendominasi', 'tetapi', 'duotrio', 'di', 'tim', 'satunya', 'lagi', 'tidak', 'kompak', 'mengakibatkan', 'ketidakseimbangan', 'yang', 'merusak', 'pengalaman', 'bermain']","['tolong', 'ubah', 'selalu', 'lain', 'alam', 'format', 'biasa', 'dua', 'imbang', 'beberapa', 'duo', 'trio', 'beda', 'beda', 'saling', 'kenal', 'baru', 'kenal', 'bahkan', 'kenal', 'satu', 'lainbiasanya', 'duotrio', 'suatu', 'dominasi', 'tetapi', 'duotrio', 'satu', 'kompak', 'akibat', 'ketidakseimbangan', 'rusak', 'alam']","['tolong', 'ubah', 'matchmaking', 'player', 'solo', 'agar', 'selalu', 'temu', 'dengan', 'player', 'solo', 'lain', 'dari', 'alam', 'format', 'apalagi', 'biasa', 'dua', 'tim', 'sangat', 'tidak', 'imbang', 'karena', 'beberapa', 'orang', 'yang', 'main', 'duo', 'atau', 'trio', 'beda', 'beda', 'ada', 'yang', 'saling', 'kenal', 'baru', 'kenal', 'bahkan', 'tidak', 'kenal', 'satu', 'sama', 'lainbiasanya', 'duotrio', 'di', 'suatu', 'tim', 'sangat', 'dominasi', 'tetapi', 'duotrio', 'di', 'tim', 'satu', 'lagi', 'tidak', 'kompak', 'akibat', 'ketidakseimbangan', 'yang', 'rusak', 'alam', 'main']","['tolong', 'ubah', 'matchmaking', 'player', 'solo', 'agar', 'selalu', 'temu', 'dengan', 'player', 'solo', 'lain', 'dari', 'alam', 'format', 'apalagi', 'biasa', 'dua', 'team', 'sangat', 'tidak', 'imbang', 'karena', 'beberapa', 'orang', 'yang', 'main', 'duo', 'atau', 'trio', 'beda', 'beda', 'ada', 'yang', 'saling', 'kenal', 'baru', 'kenal', 'bahkan', 'tidak', 'kenal', 'satu', 'sama', 'lainbiasanya', 'duotrio', 'di', 'suatu', 'team', 'sangat', 'dominasi', 'tetapi', 'duotrio', 'di', 'team', 'satu', 'lagi', 'tidak', 'kompak', 'akibat', 'ketidakseimbangan', 'yang', 'rusak', 'alam', 'main']",,neutral
Akmar Prayogi,"ketemu dark sistem padahal udh gendong, capek setiap kali main udah berjuang tapi timnya malah gabisa main bahkan tim musuh jago banget. mohon di perbaiki matchmaking nya moonton.",2.1.18.11201,"ketemu dark sistem padahal udh gendong, capek setiap kali main udah berjuang tapi timnya malah gabisa main bahkan tim musuh jago banget. mohon di perbaiki matchmaking nya moonton.","['ketemu', 'dark', 'sistem', 'padahal', 'udh', 'gendong', ',', 'capek', 'setiap', 'kali', 'main', 'udah', 'berjuang', 'tapi', 'timnya', 'malah', 'gabisa', 'main', 'bahkan', 'tim', 'musuh', 'jago', 'banget', '.', 'mohon', 'di', 'perbaiki', 'matchmaking', 'nya', 'moonton', '.']","['ketemu', 'dark', 'sistem', 'padahal', 'udh', 'gendong', 'capek', 'setiap', 'kali', 'main', 'udah', 'berjuang', 'tapi', 'timnya', 'malah', 'gabisa', 'main', 'bahkan', 'tim', 'musuh', 'jago', 'banget', 'mohon', 'di', 'perbaiki', 'matchmaking', 'nya', 'moonton']","['ketemu', 'gelap', 'sudah', 'gendong', 'capek', 'juang', 'gabisa', 'bahkan', 'musuh', 'jago', 'banget', 'mohon', 'baik']","['ketemu', 'dark', 'sistem', 'padahal', 'udh', 'gendong', 'capek', 'tiap', 'kali', 'main', 'udah', 'juang', 'tapi', 'tim', 'malah', 'gabisa', 'main', 'bahkan', 'tim', 'musuh', 'jago', 'banget', 'mohon', 'di', 'baik', 'matchmaking', 'nya', 'moonton']","['ketemu', 'gelap', 'sistem', 'padahal', 'sudah', 'gendong', 'capek', 'tiap', 'kali', 'main', 'udah', 'juang', 'tapi', 'team', 'malah', 'gabisa', 'main', 'bahkan', 'team', 'musuh', 'jago', 'banget', 'mohon', 'di', 'baik', 'matchmaking', 'nya', 'moonton']",,negative
DanH4 Setiawan akbar,"woy monton server lu klo lagi ada masalah benerin lah, masa sinyal 4G full di gw tiba tiba langsung ping down, aneh banget ni lama lama 😡",2.1.18.11201,"woy monton server lu klo lagi ada masalah benerin lah, masa sinyal 4g full di gw tiba tiba langsung ping down, aneh banget ni lama lama 😡","['woy', 'monton', 'server', 'lu', 'klo', 'lagi', 'ada', 'masalah', 'benerin', 'lah', ',', 'masa', 'sinyal', '4g', 'full', 'di', 'gw', 'tiba', 'tiba', 'langsung', 'ping', 'down', ',', 'aneh', 'banget', 'ni', 'lama', 'lama', '😡']","['woy', 'monton', 'server', 'lu', 'klo', 'lagi', 'ada', 'masalah', 'benerin', 'lah', 'masa', 'sinyal', 'g', 'full', 'di', 'gw', 'tiba', 'tiba', 'langsung', 'ping', 'down', 'aneh', 'banget', 'ni', 'lama', 'lama']","['woy', 'server', 'masalah', 'rusak', 'masa', 'sinyal', 'full', 'langsung', 'ping', 'down', 'aneh', 'banget', 'lama', 'lama']","['woy', 'monton', 'server', 'lu', 'klo', 'lagi', 'ada', 'masalah', 'benerin', 'lah', 'masa', 'sinyal', 'g', 'full', 'di', 'gw', 'tiba', 'tiba', 'langsung', 'ping', 'down', 'aneh', 'banget', 'ni', 'lama', 'lama']","['woy', 'moonton', 'server', 'kamu', 'kalau', 'lagi', 'ada', 'masalah', 'rusak', 'lah', 'masa', 'sinyal', 'tidak', 'full', 'di', 'aku', 'tiba', 'tiba', 'langsung', 'ping', 'down', 'aneh', 'banget', 'ini', 'lama', 'lama']",,negative
Alfi Alfi,los gua lu nya hapus aja,1.9.8.9833,los gua lu nya hapus aja,"['los', 'gua', 'lu', 'nya', 'hapus', 'aja']","['los', 'gua', 'lu', 'nya', 'hapus', 'aja']","['los', 'hapus']","['los', 'gua', 'lu', 'nya', 'hapus', 'aja']","['los', 'aku', 'kamu', 'nya', 'hapus', 'aja']",,negative
kadek,Dari emang game ampas,2.1.18.11201,dari emang game ampas,"['dari', 'emang', 'game', 'ampas']","['dari', 'emang', 'game', 'ampas']",['buruk'],"['dari', 'emang', 'game', 'ampas']","['dari', 'memang', 'game', 'buruk']",,negative
M AZZAM,gem yg kaya kntl,,gem yg kaya kntl,"['gem', 'yg', 'kaya', 'kntl']","['gem', 'yg', 'kaya', 'kntl']",['kntl'],"['gem', 'yg', 'kaya', 'kntl']","['game', 'yang', 'seperti', 'kntl']",,negative
Tasim Marunda4,mlbb ml lu udah rusak gw maen kg tenang leg banget jaringan lancar tapi pas main game ml leg parah gimana ini Monton,2.1.18.11201,mlbb ml lu udah rusak gw maen kg tenang leg banget jaringan lancar tapi pas main game ml leg parah gimana ini monton,"['mlbb', 'ml', 'lu', 'udah', 'rusak', 'gw', 'maen', 'kg', 'tenang', 'leg', 'banget', 'jaringan', 'lancar', 'tapi', 'pas', 'main', 'game', 'ml', 'leg', 'parah', 'gimana', 'ini', 'monton']","['mlbb', 'ml', 'lu', 'udah', 'rusak', 'gw', 'maen', 'kg', 'tenang', 'leg', 'banget', 'jaringan', 'lancar', 'tapi', 'pas', 'main', 'game', 'ml', 'leg', 'parah', 'gimana', 'ini', 'monton']","['rusak', 'kg', 'tenang', 'lag', 'banget', 'lancar', 'lag', 'parah', 'gimana']","['mlbb', 'ml', 'lu', 'udah', 'rusak', 'gw', 'maen', 'kg', 'tenang', 'leg', 'banget', 'jaring', 'lancar', 'tapi', 'pas', 'main', 'game', 'ml', 'leg', 'parah', 'gimana', 'ini', 'monton']","['mlbb', 'ml', 'kamu', 'udah', 'rusak', 'aku', 'main', 'kg', 'tenang', 'lag', 'banget', 'jaring', 'lancar', 'tapi', 'pas', 'main', 'game', 'ml', 'lag', 'parah', 'gimana', 'ini', 'moonton']",,negative
Desi Trds,"apa ini ganguan gini maet"" engga jelas",2.1.18.11201,"apa ini ganguan gini maet"" engga jelas","['apa', 'ini', 'ganguan', 'gini', 'maet', ""''"", 'engga', 'jelas']","['apa', 'ini', 'ganguan', 'gini', 'maet', 'engga', 'jelas']","['ganguan', 'maet', 'engga', 'jelas']","['apa', 'ini', 'ganguan', 'gin', 'maet', 'engga', 'jelas']","['apa', 'ini', 'ganguan', 'game', 'maet', 'engga', 'jelas']",,negative
Feny Ati,Saya sangat suka bermain mobile legends tapi TOLONG LAH MOOTON KURANGI DRAK SISTEM SAMA PLAYER JAGO TIAP HARI TIM TROLL MUSUH JAGO SEMUA HADEH!,2.1.18.11201,saya sangat suka bermain mobile legends tapi tolong lah mooton kurangi drak sistem sama player jago tiap hari tim troll musuh jago semua hadeh!,"['saya', 'sangat', 'suka', 'bermain', 'mobile', 'legends', 'tapi', 'tolong', 'lah', 'mooton', 'kurangi', 'drak', 'sistem', 'sama', 'player', 'jago', 'tiap', 'hari', 'tim', 'troll', 'musuh', 'jago', 'semua', 'hadeh', '!']","['saya', 'sangat', 'suka', 'bermain', 'mobile', 'legends', 'tapi', 'tolong', 'lah', 'mooton', 'kurangi', 'drak', 'sistem', 'sama', 'player', 'jago', 'tiap', 'hari', 'tim', 'troll', 'musuh', 'jago', 'semua', 'hadeh']","['suka', 'legends', 'tolong', 'mooton', 'kurang', 'gelap', 'jago', 'troll', 'musuh', 'jago', 'semua', 'hadeh']","['saya', 'sangat', 'suka', 'main', 'mobile', 'legends', 'tapi', 'tolong', 'lah', 'mooton', 'kurang', 'drak', 'sistem', 'sama', 'player', 'jago', 'tiap', 'hari', 'tim', 'troll', 'musuh', 'jago', 'semua', 'hadeh']","['aku', 'sangat', 'suka', 'main', 'mobile', 'legends', 'tapi', 'tolong', 'lah', 'mooton', 'kurang', 'gelap', 'sistem', 'sama', 'player', 'jago', 'tiap', 'hari', 'team', 'troll', 'musuh', 'jago', 'semua', 'hadeh']",,negative
Frans Diski (Kiki),game ampas banyak bug+kebanyakan draksistem,2.1.18.11201,game ampas banyak bug+kebanyakan draksistem,"['game', 'ampas', 'banyak', 'bug+kebanyakan', 'draksistem']","['game', 'ampas', 'banyak', 'bugkebanyakan', 'draksistem']","['buruk', 'banyak', 'bugkebanyakan', 'draksistem']","['game', 'ampas', 'banyak', 'bugkebanyakan', 'draksistem']","['game', 'buruk', 'banyak', 'bugkebanyakan', 'draksistem']",,negative
Ajijiung 2112,game yang logikanya rendah,,game yang logikanya rendah,"['game', 'yang', 'logikanya', 'rendah']","['game', 'yang', 'logikanya', 'rendah']","['logika', 'rendah']","['game', 'yang', 'logika', 'rendah']","['game', 'yang', 'logika', 'rendah']",,positive
RAMA AKMIL,perbaiki dulu moonton kadang jaringan di gemplay ngeleg padahal jaringanya baguss loh aduh rugi nih kalo ginj,1.9.99.10932,perbaiki dulu moonton kadang jaringan di gemplay ngeleg padahal jaringanya baguss loh aduh rugi nih kalo ginj,"['perbaiki', 'dulu', 'moonton', 'kadang', 'jaringan', 'di', 'gemplay', 'ngeleg', 'padahal', 'jaringanya', 'baguss', 'loh', 'aduh', 'rugi', 'nih', 'kalo', 'ginj']","['perbaiki', 'dulu', 'moonton', 'kadang', 'jaringan', 'di', 'gemplay', 'ngeleg', 'padahal', 'jaringanya', 'baguss', 'loh', 'aduh', 'rugi', 'nih', 'kalo', 'ginj']","['baik', 'kadang', 'gemplay', 'lag', 'jaringanya', 'bagus', 'aduh', 'rugi', 'ginj']","['baik', 'dulu', 'moonton', 'kadang', 'jaring', 'di', 'gemplay', 'ngeleg', 'padahal', 'jaringanya', 'baguss', 'loh', 'aduh', 'rugi', 'nih', 'kalo', 'ginj']","['baik', 'dulu', 'moonton', 'kadang', 'jaring', 'di', 'gemplay', 'lag', 'padahal', 'jaringanya', 'bagus', 'loh', 'aduh', 'rugi', 'nih', 'kalau', 'ginj']",,negative
Mohammad wildan danawan Wildan,he monnton kasihh tim yang bener ngapa dari tadi di kasih tim yang gak bener maen udah serius tapi tim ngetroll gimana nyusahin gwe lagi kasih tim yang seimbang laahh udhh susah susah maen mlh kena trol publik udah hp kentang dan kapan ada ml lite hp gwe udh gak kuat nihh,2.1.18.11201,he monnton kasihh tim yang bener ngapa dari tadi di kasih tim yang gak bener maen udah serius tapi tim ngetroll gimana nyusahin gwe lagi kasih tim yang seimbang laahh udhh susah susah maen mlh kena trol publik udah hp kentang dan kapan ada ml lite hp gwe udh gak kuat nihh,"['he', 'monnton', 'kasihh', 'tim', 'yang', 'bener', 'ngapa', 'dari', 'tadi', 'di', 'kasih', 'tim', 'yang', 'gak', 'bener', 'maen', 'udah', 'serius', 'tapi', 'tim', 'ngetroll', 'gimana', 'nyusahin', 'gwe', 'lagi', 'kasih', 'tim', 'yang', 'seimbang', 'laahh', 'udhh', 'susah', 'susah', 'maen', 'mlh', 'kena', 'trol', 'publik', 'udah', 'hp', 'kentang', 'dan', 'kapan', 'ada', 'ml', 'lite', 'hp', 'gwe', 'udh', 'gak', 'kuat', 'nihh']","['he', 'monnton', 'kasihh', 'tim', 'yang', 'bener', 'ngapa', 'dari', 'tadi', 'di', 'kasih', 'tim', 'yang', 'gak', 'bener', 'maen', 'udah', 'serius', 'tapi', 'tim', 'ngetroll', 'gimana', 'nyusahin', 'gwe', 'lagi', 'kasih', 'tim', 'yang', 'seimbang', 'laahh', 'udhh', 'susah', 'susah', 'maen', 'mlh', 'kena', 'trol', 'publik', 'udah', 'hp', 'kentang', 'dan', 'kapan', 'ada', 'ml', 'lite', 'hp', 'gwe', 'udh', 'gak', 'kuat', 'nihh']","['he', 'monnton', 'kasihh', 'benar', 'ngapa', 'tadi', 'benar', 'serius', 'ngetroll', 'gimana', 'nyusahin', 'gwe', 'imbang', 'laahh', 'udhh', 'susah', 'susah', 'mlh', 'kena', 'trol', 'publik', 'kentang', 'kapan', 'lite', 'gwe', 'sudah', 'kuat', 'nihh']","['he', 'monnton', 'kasihh', 'tim', 'yang', 'bener', 'ngapa', 'dari', 'tadi', 'di', 'kasih', 'tim', 'yang', 'gak', 'bener', 'maen', 'udah', 'serius', 'tapi', 'tim', 'ngetroll', 'gimana', 'nyusahin', 'gwe', 'lagi', 'kasih', 'tim', 'yang', 'imbang', 'laahh', 'udhh', 'susah', 'susah', 'maen', 'mlh', 'kena', 'trol', 'publik', 'udah', 'hp', 'kentang', 'dan', 'kapan', 'ada', 'ml', 'lite', 'hp', 'gwe', 'udh', 'gak', 'kuat', 'nihh']","['he', 'monnton', 'kasihh', 'team', 'yang', 'benar', 'ngapa', 'dari', 'tadi', 'di', 'kasih', 'team', 'yang', 'tidak', 'benar', 'main', 'udah', 'serius', 'tapi', 'team', 'ngetroll', 'gimana', 'nyusahin', 'gwe', 'lagi', 'kasih', 'team', 'yang', 'imbang', 'laahh', 'udhh', 'susah', 'susah', 'main', 'mlh', 'kena', 'trol', 'publik', 'udah', 'hp', 'kentang', 'dan', 'kapan', 'ada', 'ml', 'lite', 'hp', 'gwe', 'sudah', 'tidak', 'kuat', 'nihh']",,negative
miftah pratama,musuhnya susah banget,2.1.18.11201,musuhnya susah banget,"['musuhnya', 'susah', 'banget']","['musuhnya', 'susah', 'banget']","['musuh', 'susah', 'banget']","['musuh', 'susah', 'banget']","['musuh', 'susah', 'banget']",,positive
Rifki Firmansyah,"makin sinii makin ga jelas, jaringan ijoo tapi nglag mulu taii",,"makin sinii makin ga jelas, jaringan ijoo tapi nglag mulu taii","['makin', 'sinii', 'makin', 'ga', 'jelas', ',', 'jaringan', 'ijoo', 'tapi', 'nglag', 'mulu', 'taii']","['makin', 'sinii', 'makin', 'ga', 'jelas', 'jaringan', 'ijoo', 'tapi', 'nglag', 'mulu', 'taii']","['makin', 'makin', 'jelas', 'ijoo', 'nglag', 'taii']","['makin', 'sini', 'makin', 'ga', 'jelas', 'jaring', 'ijoo', 'tapi', 'nglag', 'mulu', 'taii']","['makin', 'sini', 'makin', 'tidak', 'jelas', 'jaring', 'ijoo', 'tapi', 'nglag', 'mulu', 'taii']",,negative
Zein Tech,"makin lama makin cacat servernya masa kecepetan wifi 100mbs masih aja ngelag sampe 300, game Laen lancar lancar ajaa, kebanyakan makan skin dan fitur ga guna",2.1.18.11201,"makin lama makin cacat servernya masa kecepetan wifi 100mbs masih aja ngelag sampe 300, game laen lancar lancar ajaa, kebanyakan makan skin dan fitur ga guna","['makin', 'lama', 'makin', 'cacat', 'servernya', 'masa', 'kecepetan', 'wifi', '100mbs', 'masih', 'aja', 'ngelag', 'sampe', '300', ',', 'game', 'laen', 'lancar', 'lancar', 'ajaa', ',', 'kebanyakan', 'makan', 'skin', 'dan', 'fitur', 'ga', 'guna']","['makin', 'lama', 'makin', 'cacat', 'servernya', 'masa', 'kecepetan', 'wifi', 'mbs', 'masih', 'aja', 'ngelag', 'sampe', 'game', 'laen', 'lancar', 'lancar', 'ajaa', 'kebanyakan', 'makan', 'skin', 'dan', 'fitur', 'ga', 'guna']","['makin', 'lama', 'makin', 'cacat', 'servernya', 'masa', 'kecepetan', 'wifi', 'mbs', 'lag', 'sampai', 'laen', 'lancar', 'lancar', 'ajaa', 'banyak', 'makan', 'skin', 'guna']","['makin', 'lama', 'makin', 'cacat', 'servernya', 'masa', 'kecepetan', 'wifi', 'mbs', 'masih', 'aja', 'ngelag', 'sampe', 'game', 'laen', 'lancar', 'lancar', 'ajaa', 'banyak', 'makan', 'skin', 'dan', 'fitur', 'ga', 'guna']","['makin', 'lama', 'makin', 'cacat', 'servernya', 'masa', 'kecepetan', 'wifi', 'mbs', 'masih', 'aja', 'lag', 'sampai', 'game', 'laen', 'lancar', 'lancar', 'ajaa', 'banyak', 'makan', 'skin', 'dan', 'fitur', 'tidak', 'guna']",,negative
Aayubi Ae,gem apalah pembuat setres banyak drak sistem,2.1.18.11201,gem apalah pembuat setres banyak drak sistem,"['gem', 'apalah', 'pembuat', 'setres', 'banyak', 'drak', 'sistem']","['gem', 'apalah', 'pembuat', 'setres', 'banyak', 'drak', 'sistem']","['tres', 'banyak', 'gelap']","['gem', 'apa', 'buat', 'tres', 'banyak', 'drak', 'sistem']","['game', 'apa', 'buat', 'tres', 'banyak', 'gelap', 'sistem']",,negative
M rezky Pratama,game tolol anj,,game tolol anj,"['game', 'tolol', 'anj']","['game', 'tolol', 'anj']","['tolol', 'anj']","['game', 'tolol', 'anj']","['game', 'tolol', 'anj']",,negative
Riko Bagus,Sinyal ijo tapi dipencet merah.apaan dah ping bagus padahal,,sinyal ijo tapi dipencet merah.apaan dah ping bagus padahal,"['sinyal', 'ijo', 'tapi', 'dipencet', 'merah.apaan', 'dah', 'ping', 'bagus', 'padahal']","['sinyal', 'ijo', 'tapi', 'dipencet', 'merahapaan', 'dah', 'ping', 'bagus', 'padahal']","['sinyal', 'ijo', 'pencet', 'merahapaan', 'sudah', 'ping', 'bagus']","['sinyal', 'ijo', 'tapi', 'pencet', 'merahapaan', 'dah', 'ping', 'bagus', 'padahal']","['sinyal', 'ijo', 'tapi', 'pencet', 'merahapaan', 'sudah', 'ping', 'bagus', 'padahal']",,positive
Gibran,nambah stres main ini game dapat tim nggak jelas semua dikit dikit menang dikit dikit kalah gitu aja terus sampai semua pemain pindah ke Roblox,1.9.99.10932,nambah stres main ini game dapat tim nggak jelas semua dikit dikit menang dikit dikit kalah gitu aja terus sampai semua pemain pindah ke roblox,"['nambah', 'stres', 'main', 'ini', 'game', 'dapat', 'tim', 'nggak', 'jelas', 'semua', 'dikit', 'dikit', 'menang', 'dikit', 'dikit', 'kalah', 'gitu', 'aja', 'terus', 'sampai', 'semua', 'pemain', 'pindah', 'ke', 'roblox']","['nambah', 'stres', 'main', 'ini', 'game', 'dapat', 'tim', 'nggak', 'jelas', 'semua', 'dikit', 'dikit', 'menang', 'dikit', 'dikit', 'kalah', 'gitu', 'aja', 'terus', 'sampai', 'semua', 'pemain', 'pindah', 'ke', 'roblox']","['nambah', 'stres', 'jelas', 'semua', 'sedikit', 'sedikit', 'menang', 'sedikit', 'sedikit', 'kalah', 'gitu', 'sampai', 'semua', 'pindah', 'roblox']","['nambah', 'stres', 'main', 'ini', 'game', 'dapat', 'tim', 'nggak', 'jelas', 'semua', 'dikit', 'dikit', 'menang', 'dikit', 'dikit', 'kalah', 'gitu', 'aja', 'terus', 'sampai', 'semua', 'main', 'pindah', 'ke', 'roblox']","['nambah', 'stres', 'main', 'ini', 'game', 'dapat', 'team', 'tidak', 'jelas', 'semua', 'sedikit', 'sedikit', 'menang', 'sedikit', 'sedikit', 'kalah', 'gitu', 'aja', 'terus', 'sampai', 'semua', 'main', 'pindah', 'ke', 'roblox']",,negative
imam santoso,lain kali klo gw lagi winstreak gausah lu kasih tim busuk terus tim musuh jago napa sih minimal setara gitu napa gw udah lose streak 7 × jing gw udh capek nge hadepin matchmaking yg ga setara tel,2.1.18.11201,lain kali klo gw lagi winstreak gausah lu kasih tim busuk terus tim musuh jago napa sih minimal setara gitu napa gw udah lose streak 7 × jing gw udh capek nge hadepin matchmaking yg ga setara tel,"['lain', 'kali', 'klo', 'gw', 'lagi', 'winstreak', 'gausah', 'lu', 'kasih', 'tim', 'busuk', 'terus', 'tim', 'musuh', 'jago', 'napa', 'sih', 'minimal', 'setara', 'gitu', 'napa', 'gw', 'udah', 'lose', 'streak', '7', '×', 'jing', 'gw', 'udh', 'capek', 'nge', 'hadepin', 'matchmaking', 'yg', 'ga', 'setara', 'tel']","['lain', 'kali', 'klo', 'gw', 'lagi', 'winstreak', 'gausah', 'lu', 'kasih', 'tim', 'busuk', 'terus', 'tim', 'musuh', 'jago', 'napa', 'sih', 'minimal', 'setara', 'gitu', 'napa', 'gw', 'udah', 'lose', 'streak', 'jing', 'gw', 'udh', 'capek', 'nge', 'hadepin', 'matchmaking', 'yg', 'ga', 'setara', 'tel']","['lain', 'winstreak', 'gausah', 'busuk', 'musuh', 'jago', 'napa', 'minimal', 'gitu', 'napa', 'lose', 'streak', 'jing', 'sudah', 'capek', 'hadepin', 'tel']","['lain', 'kali', 'klo', 'gw', 'lagi', 'winstreak', 'gausah', 'lu', 'kasih', 'tim', 'busuk', 'terus', 'tim', 'musuh', 'jago', 'napa', 'sih', 'minimal', 'tara', 'gitu', 'napa', 'gw', 'udah', 'lose', 'streak', 'jing', 'gw', 'udh', 'capek', 'nge', 'hadepin', 'matchmaking', 'yg', 'ga', 'tara', 'tel']","['lain', 'kali', 'kalau', 'aku', 'lagi', 'winstreak', 'gausah', 'kamu', 'kasih', 'team', 'busuk', 'terus', 'team', 'musuh', 'jago', 'napa', 'sih', 'minimal', 'tara', 'gitu', 'napa', 'aku', 'udah', 'lose', 'streak', 'jing', 'aku', 'sudah', 'capek', 'nge', 'hadepin', 'matchmaking', 'yang', 'tidak', 'tara', 'tel']",,negative
